0, 1, 1
0, 2, 2
0, 3, 2
0, 4, 4
0, 5, 7
0, 6, 1
0, 7, 10
0, 8, 2
0, 9, 9
0, 10, 7
0, 11, 7
0, 12, 8
0, 13, 10
0, 14, 3
0, 15, 1
0, 16, 8
0, 17, 9
0, 18, 9
0, 19, 1
0, 20, 1
0, 21, 10
0, 22, 5
0, 23, 7
0, 24, 5
0, 25, 3
0, 26, 6
0, 27, 9
0, 28, 4
0, 29, 1
0, 30, 3
0, 31, 8
0, 32, 1
0, 33, 8
0, 34, 4
0, 35, 6
0, 36, 2
0, 37, 4
0, 38, 6
0, 39, 7
0, 40, 1
0, 41, 7
0, 42, 3
0, 43, 6
0, 44, 2
0, 45, 7
0, 46, 8
0, 47, 1
0, 48, 7
0, 49, 2
0, 50, 9
0, 51, 2
0, 52, 5
0, 53, 9
0, 54, 7
0, 55, 6
0, 56, 4
0, 57, 2
0, 58, 8
0, 59, 1
0, 60, 1
0, 61, 6
0, 62, 5
0, 63, 10
0, 64, 2
0, 65, 1
0, 66, 9
0, 67, 2
0, 68, 4
0, 69, 4
0, 70, 1
0, 71, 2
0, 72, 10
0, 73, 3
0, 74, 10
0, 75, 6
0, 76, 7
0, 77, 8
0, 78, 10
0, 79, 10
0, 80, 5
0, 81, 2
0, 82, 9
0, 83, 5
0, 84, 5
0, 85, 5
0, 86, 7
0, 87, 9
0, 88, 9
0, 89, 2
0, 90, 2
0, 91, 2
0, 92, 2
0, 93, 6
0, 94, 1
0, 95, 5
0, 96, 8
0, 97, 5
0, 98, 8
0, 99, 9
1, 2, 1
1, 3, 9
1, 4, 6
1, 5, 1
1, 6, 9
1, 7, 10
1, 8, 5
1, 9, 4
1, 10, 6
1, 11, 4
1, 12, 2
1, 13, 3
1, 14, 4
1, 15, 3
1, 16, 5
1, 17, 7
1, 18, 6
1, 19, 3
1, 20, 10
1, 21, 4
1, 22, 9
1, 23, 1
1, 24, 4
1, 25, 7
1, 26, 6
1, 27, 10
1, 28, 3
1, 29, 1
1, 30, 5
1, 31, 7
1, 32, 9
1, 33, 3
1, 34, 5
1, 35, 8
1, 36, 9
1, 37, 9
1, 38, 5
1, 39, 2
1, 40, 7
1, 41, 2
1, 42, 6
1, 43, 10
1, 44, 3
1, 45, 7
