0, 1, 8
0, 2, 10
0, 3, 1
0, 4, 3
0, 5, 6
0, 6, 3
0, 7, 8
0, 8, 4
0, 9, 2
0, 10, 7
0, 11, 1
0, 12, 2
0, 13, 7
0, 14, 6
0, 15, 2
0, 16, 2
0, 17, 7
0, 18, 2
0, 19, 4
0, 20, 2
0, 21, 2
0, 22, 2
0, 23, 3
0, 24, 3
0, 25, 1
0, 26, 5
0, 27, 4
0, 28, 10
0, 29, 3
0, 30, 2
0, 31, 9
0, 32, 2
0, 33, 10
0, 34, 2
0, 35, 9
0, 36, 10
0, 37, 8
0, 38, 4
0, 39, 7
0, 40, 1
0, 41, 1
0, 42, 3
0, 43, 8
0, 44, 3
0, 45, 6
0, 46, 6
0, 47, 4
0, 48, 5
0, 49, 8
0, 50, 2
0, 51, 5
0, 52, 2
0, 53, 8
0, 54, 5
0, 55, 5
0, 56, 7
0, 57, 8
0, 58, 4
0, 59, 6
0, 60, 8
0, 61, 8
0, 62, 2
0, 63, 7
0, 64, 5
0, 65, 8
0, 66, 2
0, 67, 6
0, 68, 8
0, 69, 2
0, 70, 2
0, 71, 6
0, 72, 3
0, 73, 9
0, 74, 8
0, 75, 2
0, 76, 4
0, 77, 9
0, 78, 10
0, 79, 9
0, 80, 1
0, 81, 3
0, 82, 1
0, 83, 7
0, 84, 9
0, 85, 2
0, 86, 9
0, 87, 2
0, 88, 8
0, 89, 8
0, 90, 3
0, 91, 5
0, 92, 3
0, 93, 1
0, 94, 4
0, 95, 7
0, 96, 7
0, 97, 3
0, 98, 7
0, 99, 7
1, 2, 5
1, 3, 3
1, 4, 9
1, 5, 1
1, 6, 10
1, 7, 1
1, 8, 6
1, 9, 7
1, 10, 3
1, 11, 6
1, 12, 8
1, 13, 7
1, 14, 10
1, 15, 8
1, 16, 3
1, 17, 10
1, 18, 6
1, 19, 10
1, 20, 10
1, 21, 7
1, 22, 2
1, 23, 1
1, 24, 10
1, 25, 10
1, 26, 2
1, 27, 3
1, 28, 9
1, 29, 3
1, 30, 9
1, 31, 9
1, 32, 2
1, 33, 7
1, 34, 7
1, 35, 10
1, 36, 9
1, 37, 9
1, 38, 5
1, 39, 5
1, 40, 8
1, 41, 6
1, 42, 7
1, 43, 6
1, 44, 2
1, 45, 7
1, 46, 5
1, 47, 2
1, 48, 4
1, 49, 6
1, 50, 2
1, 51, 6
1, 52, 2
1, 53, 10
1, 54, 9
1, 55, 6
1, 56, 9
1, 57, 8
1, 58, 3
1, 59, 6
1, 60, 5
1, 61, 4
1, 62, 10
1, 63, 10
1, 64, 8
1, 65, 7
1, 66, 9
1, 67, 7
1, 68, 3
1, 69, 2
1, 70, 7
1, 71, 2
1, 72, 9
1, 73, 8
1, 74, 5
1, 75, 6
1, 76, 2
1, 77, 4
1, 78, 1
1, 79, 10
1, 80, 8
1, 81, 3
1, 82, 10
1, 83, 10
1, 84, 1
1, 85, 4
1, 86, 5
1, 87, 8
1, 88, 8
1, 89, 3
1, 90, 6
1, 91, 5
1, 92, 2
1, 93, 10
1, 94, 9
1, 95, 7
1, 96, 10
1, 97, 1
1, 98, 9
1, 99, 9
2, 3, 4
2, 4, 2
2, 5, 10
2, 6, 8
2, 7, 10
2, 8, 2
2, 9, 1
2, 10, 2
2, 11, 3
2, 12, 10
2, 13, 6
2, 14, 10
2, 15, 3
2, 16, 7
2, 17, 9
2, 18, 7
2, 19, 1
2, 20, 6
2, 21, 10
2, 22, 9
2, 23, 5
2, 24, 6
2, 25, 6
2, 26, 8
2, 27, 10
2, 28, 9
2, 29, 5
2, 30, 8
2, 31, 4
2, 32, 1
2, 33, 1
2, 34, 7
2, 35, 5
2, 36, 1
2, 37, 8
2, 38, 4
2, 39, 2
2, 40, 1
2, 41, 5
2, 42, 10
2, 43, 1
2, 44, 8
2, 45, 9
2, 46, 5
2, 47, 9
2, 48, 7
2, 49, 7
2, 50, 8
2, 51, 8
2, 52, 7
2, 53, 8
2, 54, 2
2, 55, 3
2, 56, 9
2, 57, 9
2, 58, 7
2, 59, 1
2, 60, 10
2, 61, 10
2, 62, 7
2, 63, 7
2, 64, 8
2, 65, 3
2, 66, 1
2, 67, 10
2, 68, 8
2, 69, 9
2, 70, 9
2, 71, 3
2, 72, 1
2, 73, 3
2, 74, 5
2, 75, 10
2, 76, 7
2, 77, 8
2, 78, 4
2, 79, 8
2, 80, 9
2, 81, 10
2, 82, 6
2, 83, 9
2, 84, 3
2, 85, 4
2, 86, 7
2, 87, 5
2, 88, 6
2, 89, 5
2, 90, 10
2, 91, 2
2, 92, 3
2, 93, 5
2, 94, 5
2, 95, 4
2, 96, 3
2, 97, 2
2, 98, 9
2, 99, 7
3, 4, 3
3, 5, 2
3, 6, 4
3, 7, 1
3, 8, 3
3, 9, 4
3, 10, 10
3, 11, 2
3, 12, 4
3, 13, 3
3, 14, 6
3, 15, 9
3, 16, 10
3, 17, 10
3, 18, 2
3, 19, 2
3, 20, 4
3, 21, 1
3, 22, 1
3, 23, 6
3, 24, 4
3, 25, 3
3, 26, 7
3, 27, 9
3, 28, 4
3, 29, 7
3, 30, 2
3, 31, 5
3, 32, 8
3, 33, 3
3, 34, 4
3, 35, 1
3, 36, 8
3, 37, 6
3, 38, 9
3, 39, 5
3, 40, 2
3, 41, 10
3, 42, 2
3, 43, 5
3, 44, 10
3, 45, 9
3, 46, 6
3, 47, 7
3, 48, 1
3, 49, 2
3, 50, 3
3, 51, 4
3, 52, 6
3, 53, 2
3, 54, 4
3, 55, 10
3, 56, 9
3, 57, 2
3, 58, 1
3, 59, 6
3, 60, 8
3, 61, 9
3, 62, 2
3, 63, 4
3, 64, 6
3, 65, 2
3, 66, 4
3, 67, 9
3, 68, 2
3, 69, 7
3, 70, 9
3, 71, 1
3, 72, 2
3, 73, 5
3, 74, 10
3, 75, 7
3, 76, 7
3, 77, 3
3, 78, 8
3, 79, 7
3, 80, 2
3, 81, 9
3, 82, 10
3, 83, 2
3, 84, 5
3, 85, 7
3, 86, 3
3, 87, 2
3, 88, 2
3, 89, 2
3, 90, 4
3, 91, 3
3, 92, 6
3, 93, 7
3, 94, 10
3, 95, 6
3, 96, 9
3, 97, 7
3, 98, 8
3, 99, 6
4, 5, 5
4, 6, 6
4, 7, 4
4, 8, 7
4, 9, 1
4, 10, 4
4, 11, 9
4, 12, 2
4, 13, 7
4, 14, 6
4, 15, 9
4, 16, 9
4, 17, 9
4, 18, 2
4, 19, 10
4, 20, 10
4, 21, 7
4, 22, 8
4, 23, 6
4, 24, 6
4, 25, 2
4, 26, 6
4, 27, 9
4, 28, 9
4, 29, 5
4, 30, 2
4, 31, 4
4, 32, 10
4, 33, 1
4, 34, 5
